Country,Year,Max_Temperature,Min_Temperature,Avg_Humidity
India,2016,33.5,23.5,59
India,2016,32.0,24.0,59
India,2016,32.5,23.0,62
India,2016,33.6,22.7,61
India,2016,34.2,23.8,56
India,2016,35.2,22.0,53
India,2016,34.5,23.3,53
India,2016,34.0,23.5,61
India,2016,34.8,22.6,47
India,2016,35.1,23.0,39
India,2016,35.6,23.3,39
India,2016,36.8,24.3,37
India,2016,37.5,22.7,41
India,2016,38.3,23.4,38
India,2016,34.1,23.7,46
India,2016,33.5,21.2,53
India,2016,33.6,22.8,69
India,2016,32.7,22.0,67
India,2016,34.6,24.2,57
India,2016,37.0,25.3,51
India,2016,38.3,24.7,36
India,2016,38.0,25.0,29
India,2016,38.0,24.1,23
India,2016,37.2,20.8,28
India,2016,37.5,23.2,23
India,2016,38.7,22.1,21
India,2016,38.8,21.9,24
India,2016,39.3,22.5,34
India,2016,39.7,24.7,41
India,2016,37.1,22.9,46
India,2016,39.4,26.5,30
India,2016,39.8,24.5,31
India,2016,39.7,24.5,28
India,2016,40.0,23.6,26
India,2016,40.8,23.6,24
India,2016,41.5,26.5,27
India,2016,41.0,27.7,32
India,2016,40.3,28.6,28
India,2016,38.4,27.8,38
India,2016,38.1,28.5,37
India,2016,39.8,26.1,35
India,2016,40.2,26.6,29
India,2016,39.7,27.2,30
India,2016,41.0,28.1,26
India,2016,40.8,28.0,24
India,2016,40.3,26.9,23
India,2016,41.7,25.7,19
India,2016,42.4,26.2,24
India,2016,42.8,27.3,26
India,2016,42.5,30.1,25
India,2016,41.7,28.3,28
India,2016,41.3,29.3,34
India,2016,42.3,32.1,26
India,2016,43.7,29.6,23
India,2016,43.1,30.0,18
India,2016,41.1,29.0,21
India,2016,41.5,29.5,24
India,2016,42.1,27.3,24
India,2016,42.7,28.2,22
India,2016,42.6,29.3,30
India,2016,41.5,29.0,27
India,2016,42.3,29.4,30
India,2016,42.3,28.7,27
India,2016,42.9,28.7,19
India,2016,42.6,28.3,20
India,2016,41.2,28.2,31
India,2016,41.0,27.3,41
India,2016,38.8,26.6,45
India,2016,36.3,25.8,50
India,2016,37.4,26.0,46
India,2016,38.3,27.4,42
India,2016,38.6,27.6,42
India,2016,39.5,27.3,41
India,2016,41.1,27.8,37
India,2016,42.2,28.9,32
India,2016,43.2,31.3,27
India,2016,43.7,31.0,23
India,2016,43.1,32.2,29
India,2016,43.6,32.1,28
India,2016,43.3,31.8,29
India,2016,41.8,32.0,38
India,2016,41.2,31.2,38
India,2016,44.0,31.3,32
India,2016,44.0,32.4,29
India,2016,43.3,31.1,28
India,2016,42.1,30.9,29
India,2016,42.1,31.8,31
India,2016,42.5,31.4,29
India,2016,41.9,31.2,30
India,2016,42.4,31.8,30
India,2016,42.8,31.9,27
India,2016,41.7,31.2,28
India,2016,41.1,31.4,30
India,2016,40.4,31.2,32
India,2016,41.6,32.1,28
India,2016,41.6,32.5,28
India,2016,43.3,33.4,27
India,2016,42.3,31.5,34
India,2016,41.4,30.3,47
India,2016,40.6,29.8,50
India,2016,40.1,29.7,48
India,2016,39.6,30.7,45
India,2016,38.0,28.4,50
India,2016,39.5,27.3,51
India,2016,40.9,30.9,41
India,2016,39.4,30.7,41
India,2016,39.9,30.9,37
India,2016,39.9,30.4,36
India,2016,39.3,30.1,38
India,2016,39.3,30.2,36
India,2016,38.0,25.8,52
India,2016,29.2,24.7,84
India,2016,32.4,25.0,82
India,2016,33.0,26.2,72
India,2016,33.7,27.7,65
India,2016,34.4,27.8,63
India,2016,34.4,26.4,71
India,2016,31.9,25.8,77
India,2016,32.5,24.5,81
India,2016,32.5,25.7,80
India,2016,31.9,26.6,81
India,2016,27.9,24.9,92
India,2016,31.5,24.5,87
India,2016,31.6,24.9,82
India,2016,31.9,25.6,79
India,2016,31.3,25.0,84
India,2016,27.6,25.3,91
India,2016,28.7,24.9,89
India,2016,26.1,24.5,92
India,2016,28.0,24.1,84
India,2016,27.2,24.1,86
India,2016,24.9,23.7,90
India,2016,25.1,23.9,89
India,2016,25.7,23.7,90
India,2016,24.7,23.9,94
India,2016,27.4,24.2,84
India,2016,31.1,24.7,76
India,2016,31.5,24.8,74
India,2016,31.6,25.8,78
India,2016,30.0,24.3,83
India,2016,31.8,25.6,76
India,2016,27.2,24.1,89
India,2016,25.4,24.2,91
India,2016,29.9,23.9,85
India,2016,30.6,24.8,85
India,2016,26.6,24.2,94
India,2016,28.6,24.3,85
India,2016,31.0,24.1,79
India,2016,31.1,24.1,87
India,2016,29.9,24.5,89
India,2016,30.2,23.8,89
India,2016,30.0,24.2,86
India,2016,30.1,23.8,85
India,2016,30.1,24.6,84
India,2016,27.4,24.3,90
India,2016,25.8,24.1,90
India,2016,26.1,23.2,92
India,2016,24.7,23.9,93
India,2016,27.6,23.7,88
India,2016,28.0,23.8,88
India,2016,26.4,24.2,91
India,2016,27.3,23.5,89
India,2016,30.7,23.7,79
India,2016,29.0,24.7,77
India,2016,29.0,25.0,75
India,2016,29.9,24.9,75
India,2016,28.6,25.0,79
India,2016,29.6,24.3,86
India,2016,28.9,24.2,83
India,2016,28.3,23.8,80
India,2016,28.6,24.7,73
India,2016,27.4,24.3,75
India,2016,29.6,25.0,73
India,2016,29.4,24.5,72
India,2016,28.6,23.6,75
India,2016,29.5,22.7,77
India,2016,29.7,23.9,76
India,2016,29.5,23.8,82
India,2016,30.5,23.8,82
India,2016,31.7,25.1,79
India,2016,31.2,24.5,79
India,2016,30.9,25.4,83
India,2016,32.0,24.7,84
India,2016,31.7,24.6,86
India,2016,31.0,25.1,86
India,2016,29.9,24.8,89
India,2016,28.4,24.3,87
India,2016,30.0,24.2,86
India,2016,29.2,24.8,79
India,2016,29.9,24.5,70
India,2016,29.4,24.2,71
India,2016,29.6,23.0,70
India,2016,29.4,22.7,72
India,2016,29.3,23.5,75
India,2016,29.1,25.3,76
India,2016,28.7,25.1,81
India,2016,27.0,23.7,87
India,2016,28.8,24.7,81
India,2016,27.9,23.9,91
India,2016,29.9,24.0,90
India,2016,30.2,24.1,86
India,2016,29.9,23.9,88
India,2016,30.4,23.5,88
India,2016,29.3,23.7,85
India,2016,30.1,24.1,84
India,2016,30.9,24.5,88
India,2016,30.9,23.8,87
India,2016,31.0,23.8,86
India,2016,30.6,24.3,87
India,2016,29.1,24.1,89
India,2016,28.3,24.0,92
India,2016,29.2,24.0,91
India,2016,29.8,23.8,91
India,2016,30.8,23.6,83
India,2016,30.5,24.7,83
India,2016,27.3,24.2,91
India,2016,30.3,24.2,87
India,2016,28.7,24.0,88
India,2016,30.0,23.7,80
India,2016,30.3,23.1,81
India,2016,30.4,24.2,81
India,2016,29.6,23.6,79
India,2016,30.5,24.3,84
India,2016,26.7,24.3,94
India,2016,30.5,23.7,83
India,2016,32.0,23.4,77
India,2016,32.3,23.3,74
India,2016,31.6,21.4,72
India,2016,31.2,19.6,65
India,2016,31.4,18.9,65
India,2016,30.6,21.7,65
India,2016,31.2,19.1,63
India,2016,30.9,19.8,65
India,2016,31.2,18.4,67
India,2016,31.2,19.2,64
India,2016,31.3,18.4,63
India,2016,31.1,17.9,63
India,2016,31.4,18.9,65
India,2016,31.6,21.4,64
India,2016,31.5,20.2,60
India,2016,31.2,20.9,58
India,2016,31.1,22.1,58
India,2016,31.0,20.0,52
India,2016,30.2,18.3,53
India,2016,30.5,20.0,60
India,2016,30.8,20.9,58
India,2016,30.7,20.2,56
India,2016,30.1,19.9,56
India,2016,30.0,19.4,54
India,2016,30.4,19.3,57
India,2016,30.8,19.2,60
India,2016,30.7,21.7,57
India,2016,30.3,20.4,45
India,2016,30.9,16.5,52
India,2016,30.8,16.3,53
India,2016,30.1,15.8,51
India,2016,29.8,14.8,53
India,2016,29.7,15.0,55
India,2016,29.2,15.1,57
India,2016,29.3,16.2,62
India,2016,29.5,17.9,62
India,2016,30.0,18.2,58
India,2016,29.8,18.0,55
India,2016,29.0,16.8,52
India,2016,29.1,15.6,58
India,2016,28.9,16.1,54
India,2016,29.5,14.2,57
India,2016,29.8,14.5,59
India,2016,29.8,15.2,59
India,2016,29.6,14.8,57
India,2016,29.6,15.2,58
India,2016,29.7,15.3,54
India,2016,30.3,14.6,57
India,2016,31.3,15.2,58
India,2016,30.4,15.5,58
India,2016,30.5,15.2,58
India,2016,30.3,16.5,56
India,2016,29.0,16.4,58
India,2016,29.3,16.8,62
India,2016,29.6,17.3,63
India,2016,29.5,17.9,63
India,2016,28.4,17.1,59
India,2016,28.0,16.1,57
India,2016,27.9,16.1,58
India,2016,27.8,15.3,59
India,2016,27.3,15.0,53
India,2016,27.6,13.4,53
India,2016,29.2,14.3,51
India,2016,30.2,15.8,50
India,2016,30.0,16.1,48
India,2016,28.7,17.9,47
India,2016,28.8,17.5,45
India,2016,28.6,15.8,50
India,2016,27.8,15.0,53
India,2016,26.8,14.3,51
India,2016,27.0,12.9,50
India,2016,27.4,12.2,55
India,2016,28.1,12.0,57
India,2016,28.4,13.3,55
India,2016,28.0,12.7,51
India,2016,28.1,12.7,54
India,2016,28.5,12.8,49
India,2016,27.2,14.8,49
India,2016,26.2,13.5,48
India,2016,27.0,12.4,56
India,2016,27.9,12.7,57
India,2016,28.6,13.1,56
India,2016,28.7,14.1,54
India,2017,29.3,15.4,56
India,2017,29.4,15.8,54
India,2017,26.7,15.4,57
India,2017,26.4,14.4,61
India,2017,27.2,13.1,59
India,2017,28.9,13.5,51
India,2017,29.1,14.6,48
India,2017,28.9,15.1,58
India,2017,29.0,18.5,59
India,2017,27.3,18.2,59
India,2017,24.9,14.4,55
India,2017,24.1,13.3,52
India,2017,25.1,12.1,50
India,2017,26.1,13.0,45
India,2017,28.0,14.9,45
India,2017,29.0,15.5,47
India,2017,29.8,15.3,51
India,2017,29.8,16.0,54
India,2017,29.5,16.8,51
India,2017,29.3,17.2,54
India,2017,30.7,16.5,52
India,2017,31.7,17.4,48
India,2017,31.3,18.0,47
India,2017,31.1,17.1,49
India,2017,30.7,17.3,47
India,2017,29.9,17.1,51
India,2017,30.9,18.5,55
India,2017,29.4,17.3,53
India,2017,29.6,15.4,47
India,2017,30.9,15.0,49
India,2017,32.1,15.4,47
India,2017,32.1,17.2,47
India,2017,31.9,18.1,44
India,2017,32.0,18.4,45
India,2017,32.7,18.3,41
India,2017,32.6,17.3,41
India,2017,32.2,17.8,44
India,2017,32.0,19.2,43
India,2017,32.6,18.0,40
India,2017,32.8,17.7,42
India,2017,32.3,20.3,44
India,2017,31.3,21.0,50
India,2017,31.0,19.8,52
India,2017,31.1,19.3,55
India,2017,32.6,20.0,50
India,2017,32.7,20.6,44
India,2017,33.0,20.2,42
India,2017,33.9,20.4,36
India,2017,34.5,20.4,37
India,2017,34.9,19.4,39
India,2017,35.6,20.3,33
India,2017,35.8,19.9,34
India,2017,35.0,19.4,34
India,2017,34.7,19.6,33
India,2017,33.6,20.5,31
India,2017,33.3,18.9,27
India,2017,34.9,17.6,29
India,2017,35.3,18.7,31
India,2017,35.8,20.2,27
India,2017,36.2,19.1,28
India,2017,36.3,22.1,31
India,2017,35.8,22.4,30
India,2017,36.6,21.8,28
India,2017,35.1,21.7,32
India,2017,33.9,22.5,29
India,2017,32.6,21.6,44
India,2017,33.4,21.9,59
India,2017,35.0,21.3,32
India,2017,33.8,21.4,30
India,2017,32.3,20.6,33
India,2017,31.7,19.1,26
India,2017,33.5,18.3,26
India,2017,33.7,20.0,27
India,2017,34.4,20.4,27
India,2017,35.2,22.6,32
India,2017,36.3,22.1,41
India,2017,35.7,20.5,27
India,2017,37.5,23.2,28
India,2017,34.9,21.8,35
India,2017,35.9,20.6,26
India,2017,37.6,20.8,26
India,2017,39.0,22.5,26
India,2017,39.5,24.4,26
India,2017,40.1,24.3,23
India,2017,40.3,25.4,24
India,2017,40.3,26.0,25
India,2017,40.8,25.7,28
India,2017,41.6,25.8,24
India,2017,41.5,27.6,24
India,2017,41.7,25.9,24
India,2017,41.1,27.1,24
India,2017,41.0,26.8,25
India,2017,40.9,28.7,23
India,2017,41.1,27.9,28
India,2017,41.1,27.7,28
India,2017,41.6,27.2,27
India,2017,41.3,26.7,22
India,2017,41.0,26.1,18
India,2017,41.1,26.7,16
India,2017,40.4,26.6,13
India,2017,40.2,23.9,12
India,2017,41.8,23.9,15
India,2017,42.7,23.3,13
India,2017,42.7,24.3,15
India,2017,43.3,27.6,17
India,2017,44.7,26.8,12
India,2017,43.6,26.9,14
India,2017,44.4,26.9,13
India,2017,43.3,27.2,13
India,2017,43.5,27.6,13
India,2017,43.9,28.4,15
India,2017,43.2,29.4,16
India,2017,41.7,28.8,18
India,2017,41.3,27.4,17
India,2017,41.0,28.0,19
India,2017,40.4,26.7,20
India,2017,41.8,25.9,16
India,2017,42.0,25.9,15
India,2017,41.7,26.8,16
India,2017,41.2,27.6,18
India,2017,40.0,27.0,23
India,2017,39.7,27.1,31
India,2017,41.3,29.3,30
India,2017,42.1,29.6,30
India,2017,42.2,28.3,24
India,2017,43.6,30.7,25
India,2017,41.7,30.1,29
India,2017,42.1,28.6,26
India,2017,42.3,28.6,22
India,2017,41.1,28.5,31
India,2017,38.9,29.1,39
India,2017,39.6,28.5,39
India,2017,43.4,29.9,34
India,2017,44.7,31.0,27
India,2017,45.0,32.7,23
India,2017,43.6,33.5,22
India,2017,43.9,32.3,22
India,2017,44.1,32.2,19
India,2017,42.7,31.7,18
India,2017,44.2,30.3,16
India,2017,44.0,30.7,15
India,2017,43.6,31.1,18
India,2017,43.7,31.3,17
India,2017,43.8,31.0,18
India,2017,44.0,30.9,20
India,2017,42.9,32.9,24
India,2017,44.8,32.6,28
India,2017,43.3,27.2,33
India,2017,41.3,26.8,36
India,2017,40.0,30.3,40
India,2017,38.6,29.6,50
India,2017,40.1,30.2,49
India,2017,41.2,28.7,54
India,2017,41.6,30.7,42
India,2017,41.4,30.6,44
India,2017,41.1,32.2,48
India,2017,40.9,28.6,53
India,2017,37.7,27.0,60
India,2017,38.0,27.3,56
India,2017,37.9,28.5,56
India,2017,38.0,26.8,66
India,2017,34.5,25.6,73
India,2017,34.7,26.7,73
India,2017,35.5,26.2,75
India,2017,35.1,26.7,67
India,2017,36.4,27.4,67
India,2017,36.1,25.3,71
India,2017,36.2,27.3,63
India,2017,38.7,28.5,53
India,2017,39.1,29.1,49
India,2017,38.6,29.8,45
India,2017,38.3,29.1,47
India,2017,38.0,28.3,50
India,2017,37.4,24.9,65
India,2017,36.8,26.9,57
India,2017,36.1,26.3,62
India,2017,33.3,26.5,78
India,2017,33.1,25.2,72
India,2017,32.1,25.6,71
India,2017,33.2,26.8,68
India,2017,33.5,25.9,69
India,2017,31.4,25.4,71
India,2017,28.5,24.8,87
India,2017,31.4,25.1,71
India,2017,31.7,26.5,65
India,2017,32.0,26.0,66
India,2017,34.7,26.6,60
India,2017,35.7,27.0,56
India,2017,35.7,27.6,54
India,2017,35.5,28.4,56
India,2017,33.5,26.5,74
India,2017,32.6,25.0,82
India,2017,29.2,24.9,77
India,2017,27.5,24.2,84
India,2017,26.6,24.2,89
India,2017,27.3,24.0,92
India,2017,27.6,24.1,84
India,2017,28.8,24.2,82
India,2017,29.3,24.6,86
India,2017,27.2,24.0,90
India,2017,30.6,25.0,78
India,2017,30.4,25.4,77
India,2017,30.4,26.2,77
India,2017,31.1,25.8,77
India,2017,30.6,25.1,77
India,2017,28.9,24.4,82
India,2017,27.1,24.6,86
India,2017,28.0,24.5,81
India,2017,29.8,24.0,82
India,2017,31.1,23.8,77
India,2017,31.5,25.3,75
India,2017,31.8,25.6,72
India,2017,32.6,25.6,72
India,2017,31.9,26.0,73
India,2017,31.1,26.1,68
India,2017,30.5,24.4,74
India,2017,31.7,25.7,73
India,2017,28.9,25.1,84
India,2017,29.4,24.6,88
India,2017,28.7,24.8,87
India,2017,30.4,24.2,83
India,2017,30.9,24.4,80
India,2017,31.2,24.9,75
India,2017,30.4,25.8,74
India,2017,31.7,25.2,74
India,2017,28.7,24.6,81
India,2017,29.6,24.5,85
India,2017,32.1,25.0,77
India,2017,32.0,25.6,76
India,2017,29.8,24.6,85
India,2017,29.5,24.4,91
India,2017,29.3,24.6,83
India,2017,27.4,24.4,81
India,2017,29.5,23.7,81
India,2017,30.3,24.4,81
India,2017,30.1,24.8,83
India,2017,30.3,24.0,86
India,2017,30.1,24.2,86
India,2017,30.6,24.5,88
India,2017,28.6,24.1,90
India,2017,28.2,24.1,93
India,2017,30.3,24.3,84
India,2017,32.5,25.2,76
India,2017,31.9,24.6,75
India,2017,31.6,22.6,78
India,2017,31.7,23.5,81
India,2017,30.4,25.5,84
India,2017,31.4,24.9,83
India,2017,31.8,24.9,83
India,2017,31.9,24.8,84
India,2017,30.6,25.0,87
India,2017,31.8,25.1,83
India,2017,32.8,25.4,85
India,2017,32.5,25.6,87
India,2017,31.9,24.2,84
India,2017,29.0,24.7,88
India,2017,28.3,24.5,89
India,2017,29.6,23.8,90
India,2017,31.0,24.1,83
India,2017,31.8,24.7,85
India,2017,30.5,24.0,86
India,2017,31.5,24.6,81
India,2017,27.7,25.2,90
India,2017,28.8,24.3,89
India,2017,29.6,23.4,85
India,2017,31.7,22.3,80
India,2017,32.3,23.3,77
India,2017,33.3,24.2,75
India,2017,33.3,24.3,74
India,2017,32.5,24.1,78
India,2017,33.1,24.8,75
India,2017,33.0,24.0,79
India,2017,33.8,24.2,72
India,2017,32.4,24.0,78
India,2017,31.3,25.0,83
India,2017,33.9,24.6,72
India,2017,33.6,22.2,66
India,2017,31.2,23.9,79
India,2017,31.8,24.9,83
India,2017,30.6,24.8,86
India,2017,29.5,23.7,89
India,2017,28.6,23.7,91
India,2017,29.7,23.7,89
India,2017,31.0,23.3,87
India,2017,31.2,23.8,85
India,2017,30.1,24.1,88
India,2017,31.3,24.3,85
India,2017,32.6,24.3,80
India,2017,33.6,23.1,74
India,2017,34.2,21.6,67
India,2017,32.2,19.6,67
India,2017,32.0,19.5,71
India,2017,31.2,23.7,81
India,2017,31.0,24.0,85
India,2017,31.3,23.9,84
India,2017,32.8,22.1,74
India,2017,32.0,18.3,65
India,2017,31.8,18.1,62
India,2017,30.8,17.9,64
India,2017,31.3,18.5,63
India,2017,30.3,20.1,72
India,2017,31.0,19.3,71
India,2017,31.4,20.1,66
India,2017,30.9,18.8,63
India,2017,30.3,18.6,61
India,2017,30.0,19.0,62
India,2017,30.0,17.1,60
India,2017,29.2,18.1,64
India,2017,30.4,17.4,63
India,2017,30.0,17.9,67
India,2017,30.4,18.3,65
India,2017,29.8,17.9,65
India,2017,30.2,18.6,59
India,2017,30.2,17.9,55
India,2017,29.5,16.5,57
India,2017,28.9,16.5,59
India,2017,29.1,16.3,64
India,2017,29.6,17.1,60
India,2017,30.3,21.4,62
India,2017,29.8,20.8,69
India,2017,29.2,21.6,72
India,2017,30.6,20.5,69
India,2017,31.0,20.4,68
India,2017,31.4,21.9,59
India,2017,31.3,21.8,57
India,2017,30.9,21.9,63
India,2017,30.9,21.0,64
India,2017,30.2,19.8,57
India,2017,29.6,17.6,50
India,2017,29.4,15.5,52
India,2017,29.6,15.1,49
India,2017,29.4,14.9,50
India,2017,29.3,15.2,53
India,2017,28.8,15.2,56
India,2017,28.5,15.3,56
India,2017,28.0,15.1,57
India,2017,27.9,14.1,59
India,2017,28.0,14.6,58
India,2017,28.4,15.2,57
India,2017,28.9,17.2,61
India,2017,30.2,19.2,60
India,2017,30.3,19.5,56
India,2017,29.8,19.5,50
India,2017,27.9,16.4,45
India,2017,28.6,14.4,52
India,2017,29.1,15.1,57
India,2017,30.4,18.2,57
India,2017,30.5,17.4,56
India,2017,30.0,16.9,57
India,2017,29.8,16.9,63
India,2017,28.8,16.9,62
India,2017,27.7,16.6,49
India,2017,27.3,13.4,47
India,2017,27.4,14.0,54
India,2017,27.5,14.9,60
India,2017,28.2,15.1,62
India,2017,27.8,15.2,61
India,2017,28.1,14.3,56
India,2017,29.0,13.9,59
India,2017,27.3,15.0,45
India,2017,27.3,12.2,50
India,2017,27.6,12.3,52
India,2017,28.2,12.4,55
India,2017,28.1,13.2,55
India,2017,27.8,13.5,52
India,2018,27.9,13.9,54
India,2018,27.5,15.1,53
India,2018,27.0,14.8,52
India,2018,26.1,13.2,46
India,2018,26.7,12.4,54
India,2018,27.5,15.6,52
India,2018,27.0,15.0,53
India,2018,27.0,14.8,52
India,2018,26.6,13.7,50
India,2018,27.4,14.3,50
India,2018,28.8,15.2,50
India,2018,29.3,15.7,44
India,2018,29.7,16.9,42
India,2018,30.0,17.6,45
India,2018,30.4,19.2,50
India,2018,29.3,16.1,47
India,2018,29.4,15.0,45
India,2018,29.1,16.4,38
India,2018,28.6,13.7,44
India,2018,28.8,13.9,45
India,2018,29.0,14.0,49
India,2018,28.5,14.3,49
India,2018,30.3,14.4,50
India,2018,29.3,17.2,48
India,2018,27.6,14.3,40
India,2018,27.5,13.6,39
India,2018,28.3,12.1,42
India,2018,29.2,12.9,44
India,2018,30.0,14.2,40
India,2018,31.0,14.7,42
India,2018,32.0,13.7,40
India,2018,31.5,15.3,36
India,2018,31.1,14.2,39
India,2018,31.7,15.5,37
India,2018,31.7,16.6,41
India,2018,31.9,19.0,46
India,2018,31.5,20.1,45
India,2018,29.3,19.6,54
India,2018,31.6,17.9,51
India,2018,31.8,17.3,43
India,2018,30.4,19.2,44
India,2018,28.5,18.7,66
India,2018,29.5,18.7,71
India,2018,26.7,17.8,78
India,2018,27.7,17.4,75
India,2018,28.2,16.2,56
India,2018,29.4,15.4,54
India,2018,30.7,15.7,54
India,2018,32.3,16.5,51
India,2018,33.5,17.2,47
India,2018,32.5,20.1,47
India,2018,33.1,20.6,44
India,2018,33.2,19.1,46
India,2018,34.5,20.0,42
India,2018,34.7,19.9,42
India,2018,34.8,20.0,40
India,2018,35.4,20.4,41
India,2018,35.4,21.7,36
India,2018,35.6,21.3,32
India,2018,35.9,20.4,33
India,2018,36.7,21.2,33
India,2018,37.1,22.3,31
India,2018,36.2,22.3,34
India,2018,36.7,22.8,32
India,2018,35.5,24.2,34
India,2018,35.4,23.4,31
India,2018,35.3,22.8,34
India,2018,34.3,22.1,39
India,2018,35.1,20.8,40
India,2018,33.9,23.8,41
India,2018,35.2,21.2,46
India,2018,36.1,21.4,41
India,2018,36.5,23.3,33
India,2018,34.1,24.7,35
India,2018,26.5,19.9,70
India,2018,31.7,18.2,67
India,2018,33.7,20.4,54
India,2018,34.9,21.4,47
India,2018,35.1,23.2,43
India,2018,35.9,24.7,43
India,2018,37.1,24.1,26
India,2018,37.3,21.5,21
India,2018,37.7,22.3,22
India,2018,38.1,24.3,22
India,2018,38.6,23.5,20
India,2018,38.9,21.9,21
India,2018,39.8,23.4,23
India,2018,40.6,24.1,17
India,2018,40.6,22.8,17
India,2018,39.4,25.0,28
India,2018,39.0,25.0,40
India,2018,38.5,24.1,36
India,2018,38.9,24.2,35
India,2018,39.1,24.1,32
India,2018,40.0,25.4,35
India,2018,40.1,25.6,34
India,2018,37.1,27.1,34
India,2018,36.1,25.7,43
India,2018,37.2,23.5,45
India,2018,36.1,24.3,47
India,2018,36.8,23.6,48
India,2018,37.6,24.6,39
India,2018,37.6,25.5,41
India,2018,39.6,25.2,42
India,2018,38.5,25.6,52
India,2018,39.5,24.6,50
India,2018,40.9,26.4,38
India,2018,42.2,25.9,31
India,2018,42.0,24.7,20
India,2018,42.5,26.3,20
India,2018,40.7,26.4,22
India,2018,41.5,26.5,25
India,2018,41.2,27.6,29
India,2018,40.5,27.1,24
India,2018,40.9,25.7,31
India,2018,42.0,26.5,19
India,2018,41.5,27.1,25
India,2018,41.9,27.9,24
India,2018,42.9,30.3,22
India,2018,43.0,29.6,19
India,2018,42.0,29.0,25
India,2018,43.0,28.2,36
India,2018,41.2,29.2,39
India,2018,40.0,26.8,44
India,2018,41.1,28.9,34
India,2018,42.2,29.9,29
India,2018,42.9,31.4,24
India,2018,43.6,31.8,19
India,2018,42.8,28.7,21
India,2018,43.1,30.3,27
India,2018,44.4,30.6,23
India,2018,44.6,31.8,23
India,2018,43.6,30.7,25
India,2018,42.7,30.7,28
India,2018,41.6,28.9,31
India,2018,42.2,29.5,27
India,2018,43.1,30.4,26
India,2018,43.2,31.7,24
India,2018,43.6,29.7,19
India,2018,44.2,31.1,17
India,2018,44.0,32.0,25
India,2018,42.2,32.2,29
India,2018,40.9,32.3,35
India,2018,43.7,31.4,30
India,2018,44.8,30.5,23
India,2018,43.6,32.2,31
India,2018,42.3,29.8,35
India,2018,42.6,31.5,31
India,2018,44.2,32.7,26
India,2018,41.7,33.1,27
India,2018,42.8,32.3,33
India,2018,42.4,28.8,40
India,2018,40.1,29.2,51
India,2018,40.8,29.1,42
India,2018,40.8,26.8,42
India,2018,40.5,27.3,48
India,2018,37.9,27.2,56
India,2018,37.3,27.4,62
India,2018,37.2,25.9,68
India,2018,33.4,25.2,80
India,2018,30.7,25.1,88
India,2018,33.0,25.1,78
India,2018,33.7,27.9,64
India,2018,35.5,28.3,57
India,2018,36.1,28.3,55
India,2018,37.1,28.0,50
India,2018,36.8,28.8,48
India,2018,36.0,29.3,48
India,2018,36.5,27.8,55
India,2018,36.1,27.3,62
India,2018,35.3,25.8,71
India,2018,35.4,27.0,65
India,2018,32.2,25.7,77
India,2018,33.1,25.1,74
India,2018,32.2,26.3,71
India,2018,33.4,26.4,66
India,2018,32.3,26.6,71
India,2018,29.6,24.7,84
India,2018,28.9,24.1,87
India,2018,32.1,24.4,76
India,2018,32.6,24.1,74
India,2018,32.9,26.1,75
India,2018,31.5,24.9,79
India,2018,31.2,24.8,77
India,2018,31.5,25.0,76
India,2018,30.1,24.2,86
India,2018,26.4,24.6,93
India,2018,30.8,23.8,86
India,2018,30.3,24.9,84
India,2018,28.6,24.7,90
India,2018,26.5,24.3,94
India,2018,28.8,24.7,86
India,2018,28.4,24.4,87
India,2018,30.1,24.4,82
India,2018,29.5,24.3,83
India,2018,30.5,25.0,85
India,2018,30.0,24.7,85
India,2018,27.6,23.9,89
India,2018,30.6,25.0,75
India,2018,30.6,25.8,75
India,2018,30.5,25.7,74
India,2018,27.9,24.9,83
India,2018,29.2,24.7,83
India,2018,26.4,23.8,90
India,2018,29.9,24.1,83
India,2018,30.6,24.6,79
India,2018,28.8,24.4,82
India,2018,30.6,23.8,77
India,2018,30.6,25.1,75
India,2018,30.5,24.9,75
India,2018,31.2,25.1,71
India,2018,30.5,25.6,73
India,2018,31.3,25.1,70
India,2018,30.7,25.1,73
India,2018,31.7,26.1,71
India,2018,31.9,24.4,71
India,2018,31.4,25.6,69
India,2018,30.9,25.5,70
India,2018,29.0,25.2,74
India,2018,26.2,24.0,87
India,2018,30.7,24.3,80
India,2018,30.1,24.7,82
India,2018,29.0,24.3,88
India,2018,29.3,24.2,86
India,2018,29.9,24.4,81
India,2018,29.5,24.8,81
India,2018,29.7,25.3,83
India,2018,29.2,24.6,92
India,2018,28.7,24.3,88
India,2018,29.3,23.7,84
India,2018,29.8,24.6,85
India,2018,27.3,23.9,92
India,2018,28.1,23.5,83
India,2018,30.1,24.6,76
India,2018,29.1,24.7,80
India,2018,30.0,24.6,80
India,2018,30.6,25.0,76
India,2018,28.2,24.3,84
India,2018,26.7,23.6,91
India,2018,25.8,23.5,93
India,2018,30.6,23.1,78
India,2018,30.9,24.1,78
India,2018,29.4,23.9,85
India,2018,28.5,23.9,87
India,2018,29.4,24.1,82
India,2018,30.2,24.1,75
India,2018,29.8,24.0,76
India,2018,30.3,23.8,78
India,2018,27.9,23.5,84
India,2018,26.0,22.9,85
India,2018,30.0,21.9,75
India,2018,30.9,21.0,78
India,2018,31.2,21.6,77
India,2018,31.1,21.4,78
India,2018,30.9,22.8,76
India,2018,30.7,22.5,73
India,2018,30.5,20.5,76
India,2018,31.2,22.5,75
